name,sex,age,height,weight,bmi,country,year,season,team,sport,medal
Simon Peter Burgess,M,36.0,178.0,70.0,22.09,Australia,2004,Summer,Australia,Rowing,Silver
Damir Buri,M,31.0,205.0,115.0,27.36,Croatia,2012,Summer,Croatia,Water Polo,Gold
Damir Buri,M,35.0,205.0,115.0,27.36,Croatia,2016,Summer,Croatia,Water Polo,Silver
Claudia Ins Burkart,F,24.0,165.0,68.0,24.98,Argentina,2004,Summer,Argentina,Hockey,Bronze
Claudia Ins Burkart,F,28.0,165.0,68.0,24.98,Argentina,2008,Summer,Argentina,Hockey,Bronze
Steven James Burke,M,20.0,183.0,78.0,23.29,United Kingdom,2008,Summer,Great Britain,Cycling,Bronze
Steven James Burke,M,24.0,183.0,78.0,23.29,United Kingdom,2012,Summer,Great Britain,Cycling,Gold
Steven James Burke,M,28.0,183.0,78.0,23.29,United Kingdom,2016,Summer,Great Britain,Cycling,Gold
Daniil Sergeyevich Burkenya,M,26.0,198.0,85.0,21.68,Russia,2004,Summer,Russia,Athletics,Bronze
Peter Burling,M,21.0,186.0,82.0,23.7,New Zealand,2012,Summer,New Zealand,Sailing,Silver
Peter Burling,M,25.0,186.0,82.0,23.7,New Zealand,2016,Summer,New Zealand,Sailing,Gold
Hanna Viktorivna Burmistrova,F,27.0,182.0,73.0,22.04,Ukraine,2004,Summer,Ukraine,Handball,Bronze
Jason Nicholas Burnett,M,21.0,165.0,68.0,24.98,Canada,2008,Summer,Canada,Trampolining,Silver
Kevin Lobdell Burnham,M,47.0,185.0,70.0,20.45,United States of America,2004,Summer,United States,Sailing,Gold
Adrian Mark Burnside,M,27.0,193.0,100.0,26.85,Australia,2004,Summer,Australia,Baseball,Silver
Jordan Ernest Burroughs,M,24.0,171.0,79.0,27.02,United States of America,2012,Summer,United States,Wrestling,Gold
Christopher Burton,M,34.0,180.0,70.0,21.6,Australia,2016,Summer,Australia,Equestrianism,Bronze
Tom Burton,M,26.0,180.0,81.0,25.0,Australia,2016,Summer,Australia,Sailing,Gold
Bianka Bua,F,22.0,187.0,74.0,21.16,Serbia,2016,Summer,Serbia,Volleyball,Silver
Antje Buschschulte (-Meeuw),F,25.0,186.0,75.0,21.68,Germany,2004,Summer,Germany,Swimming,Bronze
Antje Buschschulte (-Meeuw),F,25.0,186.0,75.0,21.68,Germany,2004,Summer,Germany,Swimming,Bronze
Antje Buschschulte (-Meeuw),F,25.0,186.0,75.0,21.68,Germany,2004,Summer,Germany,Swimming,Bronze
Andro Bulje,M,26.0,200.0,115.0,28.75,Croatia,2012,Summer,Croatia,Water Polo,Gold
Andro Bulje,M,30.0,200.0,115.0,28.75,Croatia,2016,Summer,Croatia,Water Polo,Silver
Crystl Irene Bustos,F,26.0,173.0,102.0,34.08,United States of America,2004,Summer,United States,Softball,Gold
Crystl Irene Bustos,F,30.0,173.0,102.0,34.08,United States of America,2008,Summer,United States,Softball,Silver
Simone Buti,M,32.0,206.0,100.0,23.56,Italy,2016,Summer,Italy,Volleyball,Silver
Aleksandr Anatolyevich Butko,M,26.0,198.0,97.0,24.74,Russia,2012,Summer,Russia,Volleyball,Gold
Dean William Butler,M,27.0,172.0,72.0,24.34,Australia,2004,Summer,Australia,Hockey,Gold
Jimmy Butler III,M,26.0,201.0,99.0,24.5,United States of America,2016,Summer,United States,Basketball,Gold
Linus Butt,M,29.0,186.0,83.0,23.99,Germany,2016,Summer,Germany,Hockey,Bronze
"Jeffrey ""Jeff"" Buttle",M,23.0,173.0,60.0,20.05,Canada,2006,Winter,Canada,Figure Skating,Bronze
Matthew Butturini,M,24.0,181.0,81.0,24.72,Australia,2012,Summer,Australia,Hockey,Bronze
Dajana Butulija,F,30.0,175.0,65.0,21.22,Serbia,2016,Summer,Serbia,Basketball,Bronze
Karyn L. Bye (-Dietz),F,30.0,173.0,75.0,25.06,United States of America,2002,Winter,United States,Ice Hockey,Silver
Byeon Cheon-Sa,F,18.0,167.0,58.0,20.8,South Korea,2006,Winter,South Korea,Short Track Speed Skating,Gold
James Andrew Byrnes,M,25.0,200.0,93.0,23.25,Canada,2008,Summer,Canada,Rowing,Gold
James Andrew Byrnes,M,29.0,200.0,93.0,23.25,Canada,2012,Summer,Canada,Rowing,Silver
Lars Bystl,M,27.0,179.0,60.0,18.73,Norway,2006,Winter,Norway,Ski Jumping,Gold
Lars Bystl,M,27.0,179.0,60.0,18.73,Norway,2006,Winter,Norway,Ski Jumping,Bronze
Lars Bystl,M,27.0,179.0,60.0,18.73,Norway,2006,Winter,Norway,Ski Jumping,Bronze
Denia Caballero Ponce,F,26.0,175.0,70.0,22.86,Cuba,2016,Summer,Cuba,Athletics,Bronze
Alba Mara Cabello Rodilla,F,22.0,163.0,47.0,17.69,Spain,2008,Summer,Spain,Synchronized Swimming,Silver
Alba Mara Cabello Rodilla,F,26.0,163.0,47.0,17.69,Spain,2012,Summer,Spain,Synchronized Swimming,Bronze
"Frederike Jacobie ""Mieke"" Cabout",F,22.0,182.0,70.0,21.13,Netherlands,2008,Summer,Netherlands,Water Polo,Gold
Jrmy Cadot,M,29.0,185.0,78.0,22.79,France,2016,Summer,France,Fencing,Silver
Erin Jane Cafaro (-McKenzie),F,25.0,175.0,73.0,23.84,United States of America,2008,Summer,United States,Rowing,Gold
Erin Jane Cafaro (-McKenzie),F,29.0,175.0,73.0,23.84,United States of America,2012,Summer,United States,Rowing,Gold
Tania Cagnotto (-Parolin),F,31.0,160.0,54.0,21.09,Italy,2016,Summer,Italy,Diving,Bronze
Tania Cagnotto (-Parolin),F,31.0,160.0,54.0,21.09,Italy,2016,Summer,Italy,Diving,Silver
Trevor John Cahill,M,20.0,193.0,99.0,26.58,United States of America,2008,Summer,United States,Baseball,Bronze
Caitlin Kinder Cahow,F,20.0,163.0,68.0,25.59,United States of America,2006,Winter,United States,Ice Hockey,Bronze
Caitlin Kinder Cahow,F,24.0,163.0,68.0,25.59,United States of America,2010,Winter,United States,Ice Hockey,Silver
Cai Tongtong,F,18.0,168.0,48.0,17.01,China,2008,Summer,China,Rhythmic Gymnastics,Silver
Cai Yun,M,28.0,181.0,68.0,20.76,China,2008,Summer,China-1,Badminton,Silver
Cai Yun,M,32.0,181.0,68.0,20.76,China,2012,Summer,China-1,Badminton,Gold
Cai Zelin,M,25.0,175.0,55.0,17.96,China,2016,Summer,China,Athletics,Silver
Chiara Cainero,F,30.0,171.0,81.0,27.7,Italy,2008,Summer,Italy,Shooting,Gold
Chiara Cainero,F,38.0,171.0,81.0,27.7,Italy,2016,Summer,Italy,Shooting,Silver
Petr ajnek,M,30.0,180.0,82.0,25.31,Czechia,2006,Winter,Czech Republic,Ice Hockey,Bronze
David Cal Figueroa,M,21.0,183.0,86.0,25.68,Spain,2004,Summer,Spain,Canoeing,Silver
David Cal Figueroa,M,21.0,183.0,86.0,25.68,Spain,2004,Summer,Spain,Canoeing,Gold
David Cal Figueroa,M,25.0,183.0,86.0,25.68,Spain,2008,Summer,Spain,Canoeing,Silver
David Cal Figueroa,M,25.0,183.0,86.0,25.68,Spain,2008,Summer,Spain,Canoeing,Silver
David Cal Figueroa,M,29.0,183.0,86.0,25.68,Spain,2012,Summer,Spain,Canoeing,Silver
Lucas Calabrese,M,25.0,168.0,60.0,21.26,Argentina,2012,Summer,Argentina,Sailing,Bronze
"David ""Dave"" Calder",M,30.0,195.0,90.0,23.67,Canada,2008,Summer,Canada,Rowing,Silver
Jos Manuel Caldern Borrallo,M,26.0,191.0,90.0,24.67,Spain,2008,Summer,Spain,Basketball,Silver
Jos Manuel Caldern Borrallo,M,30.0,191.0,90.0,24.67,Spain,2012,Summer,Spain,Basketball,Silver
Jos Manuel Caldern Borrallo,M,34.0,191.0,90.0,24.67,Spain,2016,Summer,Spain,Basketball,Bronze
Rosir Calderon Daz,F,19.0,191.0,70.0,19.19,Cuba,2004,Summer,Cuba,Volleyball,Bronze
Hilary Caldwell,F,25.0,173.0,61.0,20.38,Canada,2016,Summer,Canada,Swimming,Bronze
Ryan Callahan,M,24.0,180.0,86.0,26.54,United States of America,2010,Winter,United States,Ice Hockey,Silver
Facundo Callioni,M,30.0,183.0,77.0,22.99,Argentina,2016,Summer,Argentina,Hockey,Gold
Ashley John Callus,M,29.0,188.0,85.0,24.05,Australia,2008,Summer,Australia,Swimming,Bronze
Eva Calvo Gmez,F,25.0,176.0,57.0,18.4,Spain,2016,Summer,Spain,Taekwondo,Silver
"Elizabeth Folake ""Liz"" Cambage",F,20.0,203.0,98.0,23.78,Australia,2012,Summer,Australia,Basketball,Bronze
Ivn Cambar Rodrguez,M,28.0,163.0,77.0,28.98,Cuba,2012,Summer,Cuba,Weightlifting,Bronze
"Asuka Antonio ""Aska"" Cambridge",M,23.0,179.0,74.0,23.1,Japan,2016,Summer,Japan,Athletics,Silver
Ibrahim Camejo Savas,M,26.0,180.0,79.0,24.38,Cuba,2008,Summer,Cuba,Athletics,Bronze
Tracy Cameron,F,33.0,172.0,58.0,19.61,Canada,2008,Summer,Canada,Rowing,Bronze
Brett Camerota,M,25.0,167.0,59.0,21.16,United States of America,2010,Winter,United States,Nordic Combined,Silver
Tiago Henrique de Oliveira Camilo,M,26.0,180.0,90.0,27.78,Brazil,2008,Summer,Brazil,Judo,Bronze
Roberto Cammarelle,M,24.0,190.0,101.5,28.12,Italy,2004,Summer,Italy,Boxing,Bronze
Roberto Cammarelle,M,28.0,190.0,101.5,28.12,Italy,2008,Summer,Italy,Boxing,Gold
Roberto Cammarelle,M,31.0,190.0,101.5,28.12,Italy,2012,Summer,Italy,Boxing,Silver
Alan Campbell,M,29.0,191.0,96.0,26.32,United Kingdom,2012,Summer,Great Britain,Rowing,Bronze
Bronte Campbell,F,22.0,179.0,58.0,18.1,Australia,2016,Summer,Australia,Swimming,Gold
Cassie Dawin Campbell (-Pascall),F,28.0,170.0,66.0,22.84,Canada,2002,Winter,Canada,Ice Hockey,Gold
Cassie Dawin Campbell (-Pascall),F,32.0,170.0,66.0,22.84,Canada,2006,Winter,Canada,Ice Hockey,Gold
Cate Natalie Campbell,F,16.0,186.0,67.0,19.37,Australia,2008,Summer,Australia,Swimming,Bronze
Cate Natalie Campbell,F,16.0,186.0,67.0,19.37,Australia,2008,Summer,Australia,Swimming,Bronze
Cate Natalie Campbell,F,20.0,186.0,67.0,19.37,Australia,2012,Summer,Australia,Swimming,Gold
Cate Natalie Campbell,F,24.0,186.0,67.0,19.37,Australia,2016,Summer,Australia,Swimming,Gold
Cate Natalie Campbell,F,24.0,186.0,67.0,19.37,Australia,2016,Summer,Australia,Swimming,Silver
Darren Andrew Campbell,M,30.0,183.0,83.0,24.78,United Kingdom,2004,Summer,Great Britain,Athletics,Gold
Luke Campbell,M,24.0,175.0,73.77,24.09,United Kingdom,2012,Summer,Great Britain,Boxing,Gold
Alisa Peta Camplin (-Warner),F,27.0,157.0,49.0,19.88,Australia,2002,Winter,Australia,Freestyle Skiing,Gold
Alisa Peta Camplin (-Warner),F,31.0,157.0,49.0,19.88,Australia,2006,Winter,Australia,Freestyle Skiing,Bronze
Niccol Campriani,M,24.0,177.0,80.0,25.54,Italy,2012,Summer,Italy,Shooting,Silver
Niccol Campriani,M,24.0,177.0,80.0,25.54,Italy,2012,Summer,Italy,Shooting,Gold
Niccol Campriani,M,28.0,177.0,80.0,25.54,Italy,2016,Summer,Italy,Shooting,Gold
Niccol Campriani,M,28.0,177.0,80.0,25.54,Italy,2016,Summer,Italy,Shooting,Gold
Fabian Cancellara,M,27.0,186.0,81.0,23.41,Switzerland,2008,Summer,Switzerland,Cycling,Silver
Fabian Cancellara,M,27.0,186.0,81.0,23.41,Switzerland,2008,Summer,Switzerland,Cycling,Gold
Fabian Cancellara,M,35.0,186.0,81.0,23.41,Switzerland,2016,Summer,Switzerland,Cycling,Gold
Ferrol Cannard,M,27.0,184.0,80.0,23.63,France,2006,Winter,France,Biathlon,Bronze
Flvio Vianna de Ulha Canto,M,29.0,179.0,81.0,25.28,Brazil,2004,Summer,Brazil,Judo,Bronze
Christian Cantwell,M,27.0,193.0,154.0,41.34,United States of America,2008,Summer,United States,Athletics,Silver
Cao Lei,F,24.0,168.0,75.0,26.57,China,2008,Summer,China,Weightlifting,Gold
